host_category_raw,week,avg_heat,total_heat,topic_count,normalized_heat,mau_millions,dau_millions,heat_per_mau,heat_per_dau
社会,2024-10-07,454852.7898486198,510799683,1123,0.30924330844650455,590.0,260.0,865762.1745762712,1964614.1653846153
科技,2024-10-07,507487.2105263158,9642257,19,0.005837520176322168,590.0,260.0,16342.808474576272,37085.60384615385
科普,2024-10-07,400713.0588235294,6812122,17,0.0041241277450464265,590.0,260.0,11545.969491525424,26200.46923076923
综艺,2024-10-07,353328.0933333333,52999214,150,0.03208626165577378,590.0,260.0,89829.17627118644,203843.13076923077
综艺-内地综艺,2024-10-07,331054.347826087,7614250,23,0.004609744171158378,590.0,260.0,12905.50847457627,29285.576923076922
美妆,2024-10-07,258411.0,258411,1,0.00015644464011730738,590.0,260.0,437.98474576271184,993.8884615384616
美食,2024-10-07,144814.0,434442,3,0.0002630155927644073,590.0,260.0,736.3423728813559,1670.9307692307693
职场,2024-10-07,389474.5,778949,2,0.00047158362443834226,590.0,260.0,1320.2525423728814,2995.9576923076925
艺术-戏剧,2024-10-07,206033.0,206033,1,0.0001247344677172767,590.0,260.0,349.2084745762712,792.4346153846154
萌宠,2024-10-07,75153.0,75153,1,4.5498388376408125e-05,590.0,260.0,127.37796610169491,289.05
读书,2024-10-07,694176.5,1388353,2,0.0008405229864084116,590.0,260.0,2353.1406779661015,5339.819230769231
财经,2024-10-07,428347.0967741936,53115040,124,0.03215638389084205,590.0,260.0,90025.49152542373,204288.61538461538
财经-产业公司,2024-10-07,347357.4,1736787,5,0.0010514684637086575,590.0,260.0,2943.7067796610168,6679.95
运动健身,2024-10-07,582524.5,1165049,2,0.0007053324801344712,590.0,260.0,1974.6593220338982,4480.957692307692
音乐,2024-10-07,306340.08,7658502,25,0.0046365347807472545,590.0,260.0,12980.511864406779,29455.776923076923
音乐-华语音乐,2024-10-07,227545.0,455090,2,0.0002755161013694673,590.0,260.0,771.3389830508474,1750.3461538461538
音乐-日韩音乐,2024-10-07,419291.0,1677164,4,0.0010153720948322777,590.0,260.0,2842.650847457627,6450.630769230769
互联网,2024-10-14,411495.73333333334,6172436,15,0.0038301179425085327,590.0,260.0,10461.75593220339,23740.138461538463
体育,2024-10-14,390591.11160714284,87492409,224,0.05429076065660219,590.0,260.0,148292.2186440678,336509.2653846154
健康,2024-10-14,312225.0,624450,2,0.00038748350719220955,590.0,260.0,1058.3898305084747,2401.730769230769
公益,2024-10-14,152218.0,152218,1,9.445426294784811e-05,590.0,260.0,257.99661016949153,585.4538461538461
其他,2024-10-14,401613.77098445594,387557289,965,0.240486920617543,590.0,260.0,656876.7610169492,1490604.9576923077
军事,2024-10-14,504009.90625,16128317,32,0.01000793792340097,590.0,260.0,27336.130508474576,62031.98846153846
动漫,2024-10-14,203535.75,1628286,8,0.0010103834894578815,590.0,260.0,2759.806779661017,6262.638461538461
动漫-国产动漫,2024-10-14,111394.0,111394,1,6.912216798809992e-05,590.0,260.0,188.80338983050848,428.4384615384615
家居,2024-10-14,318194.0,318194,1,0.00019744563549926804,590.0,260.0,539.3118644067797,1223.823076923077
情感,2024-10-14,365290.0,8401670,23,0.005213401485902108,590.0,260.0,14240.118644067798,32314.115384615383
搞笑,2024-10-14,270271.78571428574,3783805,14,0.0023479254254646785,590.0,260.0,6413.228813559322,14553.096153846154
教育,2024-10-14,217461.5,434923,2,0.0002698782759205018,590.0,260.0,737.1576271186441,1672.7807692307692
数码,2024-10-14,372466.25,7449325,20,0.004622452681903445,590.0,260.0,12625.974576271186,28651.25
旅游,2024-10-14,271145.5,542291,2,0.00033650223172194813,590.0,260.0,919.1372881355932,2085.7346153846156
时事,2024-10-14,594709.9478672986,125483799,211,0.07786516539726523,590.0,260.0,212684.40508474575,482629.99615384615
时尚,2024-10-14,453024.5714285714,6342344,14,0.0039355491983977375,590.0,260.0,10749.735593220339,24393.63076923077
明星,2024-10-14,455917.5756578947,138598943,304,0.08600337020862062,590.0,260.0,234913.4627118644,533072.8576923077
明星-其他,2024-10-14,592552.8571428572,4147870,7,0.0025738349186922097,590.0,260.0,7030.28813559322,15953.346153846154
明星-内地,2024-10-14,397374.54098360654,48479694,122,0.030082603665185552,590.0,260.0,82168.97288135593,186460.36153846153
明星-日韩,2024-10-14,575678.2857142857,8059496,14,0.00500107578874463,590.0,260.0,13660.162711864406,30998.061538461538
明星-港台,2024-10-14,968915.25,3875661,4,0.0024049238801634493,590.0,260.0,6568.916949152543,14906.388461538461
星座,2024-10-14,170491.0,170491,1,0.00010579301885612458,590.0,260.0,288.9677966101695,655.7346153846154
汽车,2024-10-14,322932.84210526315,6135724,19,0.003807337424426956,590.0,260.0,10399.53220338983,23598.938461538462
游戏,2024-10-14,285419.36496350367,39102453,137,0.02426384118545686,590.0,260.0,66275.34406779661,150394.05
电商,2024-10-14,466874.0,466874,1,0.0002897044998588448,590.0,260.0,791.3118644067797,1795.6692307692308
电影,2024-10-14,319201.8,3192018,10,0.001980709952215009,590.0,260.0,5410.2,12276.992307692308
电影-华语电影,2024-10-14,337001.75,2696014,8,0.0016729297144035514,590.0,260.0,4569.515254237288,10369.284615384615
电影-美国电影,2024-10-14,535853.0,1071706,2,0.0006650146521882202,590.0,260.0,1816.450847457627,4121.946153846154
电视剧,2024-10-14,300342.5576923077,15617813,52,0.009691160150391679,590.0,260.0,26470.869491525424,60068.51153846154
电视剧-国产剧,2024-10-14,361726.28985507245,24959114,69,0.015487621153223122,590.0,260.0,42303.58305084746,95996.5923076923
社会,2024-10-14,504725.81395348837,520877040,1032,0.32321444835470703,590.0,260.0,882842.4406779661,2003373.2307692308
科技,2024-10-14,294557.1666666667,1767343,6,0.001096671093044441,590.0,260.0,2995.4966101694913,6797.473076923077
科普,2024-10-14,282463.28571428574,3954486,14,0.002453836343057878,590.0,260.0,6702.518644067796,15209.561538461538
综艺,2024-10-14,364232.91959798994,72482351,199,0.04497672443753184,590.0,260.0,122851.44237288136,278778.2730769231
综艺-内地综艺,2024-10-14,371221.3076923077,9651754,26,0.005989103195574405,590.0,260.0,16358.905084745762,37122.13076923077
美图,2024-10-14,525856.0,525856,1,0.0003263039909649556,590.0,260.0,891.2813559322034,2022.5230769230768
美妆,2024-10-14,626914.0,626914,1,0.0003890124676561724,590.0,260.0,1062.5661016949152,2411.2076923076925
美食,2024-10-14,712355.5,1424711,2,0.0008840611978786453,590.0,260.0,2414.764406779661,5479.657692307693
职场,2024-10-14,503431.0,1006862,2,0.0006247776747835094,590.0,260.0,1706.5457627118644,3872.5461538461536
读书,2024-10-14,205840.0,205840,1,0.00012772776862910468,590.0,260.0,348.8813559322034,791.6923076923077
财经,2024-10-14,510011.6956521739,35190807,69,0.021836587905011064,590.0,260.0,59645.43559322034,135349.2576923077
财经-产业公司,2024-10-14,342236.0,342236,1,0.00021236416937694456,590.0,260.0,580.0610169491525,1316.2923076923078
运动健身,2024-10-14,302216.6666666667,906650,3,0.0005625941577321111,590.0,260.0,1536.6949152542372,3487.1153846153848
音乐,2024-10-14,281921.54545454547,9303411,33,0.0057729495125800005,590.0,260.0,15768.493220338984,35782.35
音乐-华语音乐,2024-10-14,375543.4285714286,2628804,7,0.0016312245874624217,590.0,260.0,4455.6,10110.784615384615
音乐-日韩音乐,2024-10-14,486792.0,1460376,3,0.0009061920318669713,590.0,260.0,2475.2135593220337,5616.830769230769
IT技术,2024-10-21,211164.0,211164,1,0.00015138396284291228,590.0,260.0,357.90508474576274,812.1692307692308
互联网,2024-10-21,211823.25,4236465,20,0.0030371316140312666,590.0,260.0,7180.449152542373,16294.096153846154
体育,2024-10-21,397486.90452261304,79099894,199,0.0567068980232156,590.0,260.0,134067.61694915255,304230.3615384615
健康,2024-10-21,404887.6666666667,1214663,3,0.0008707947304401335,590.0,260.0,2058.750847457627,4671.780769230769
公益,2024-10-21,93976.5,187953,2,0.00013474394294583306,590.0,260.0,318.564406779661,722.8961538461539
其他,2024-10-21,375569.40792838874,293695277,782,0.21055082732145075,590.0,260.0,497788.60508474574,1129597.2192307692
军事,2024-10-21,531672.5,11696795,22,0.0083854595464244,590.0,260.0,19825.07627118644,44987.67307692308
动漫,2024-10-21,278481.4285714286,1949370,7,0.0013975078879311241,590.0,260.0,3304.0169491525426,7497.576923076923
家居,2024-10-21,253757.0,253757,1,0.00018191898362944863,590.0,260.0,430.0966101694915,975.9884615384616
情感,2024-10-21,451492.5675675676,16705225,37,0.011976014664822078,590.0,260.0,28313.9406779661,64250.86538461538
搞笑,2024-10-21,221444.4375,3543111,16,0.0025400645184421294,590.0,260.0,6005.272881355932,13627.35
教育,2024-10-21,430280.3333333333,1290841,3,0.0009254069158573797,590.0,260.0,2187.8661016949154,4964.773076923077
数码,2024-10-21,353078.0,9533106,27,0.006834305868810707,590.0,260.0,16157.806779661018,36665.79230769231
旅游,2024-10-21,628079.0,628079,1,0.0004502712962361648,590.0,260.0,1064.5406779661016,2415.6884615384615
时事,2024-10-21,549710.972972973,101696530,185,0.07290647893946466,590.0,260.0,172367.0,391140.5
时尚,2024-10-21,280068.25,1120273,4,0.0008031263198552683,590.0,260.0,1898.7677966101694,4308.742307692308
明星,2024-10-21,393914.34722222225,85085499,216,0.06099799217237147,590.0,260.0,144212.71016949153,327251.9192307692
明星-其他,2024-10-21,201632.0,201632,1,0.00014455044986807453,590.0,260.0,341.7491525423729,775.5076923076923
明星-内地,2024-10-21,389860.25688073394,42494768,109,0.030464598037213624,590.0,260.0,72025.03050847458,163441.4153846154
明星-日韩,2024-10-21,432636.95,8652739,20,0.006203168718462512,590.0,260.0,14665.659322033898,33279.765384615384
星座,2024-10-21,225070.25,900281,4,0.0006454135432752738,590.0,260.0,1525.9,3462.619230769231
校园,2024-10-21,199916.5,399833,2,0.0002866412078544172,590.0,260.0,677.6830508474576,1537.8192307692307
汽车,2024-10-21,351933.07692307694,4575130,13,0.0032799213403870604,590.0,260.0,7754.457627118644,17596.653846153848
游戏,2024-10-21,290971.12666666665,43645669,150,0.031289681641520566,590.0,260.0,73975.71016949152,167867.95769230768
生活记录,2024-10-21,176120.0,176120,1,0.00012626083771804717,590.0,260.0,298.50847457627117,677.3846153846154
电商,2024-10-21,508898.5,1017797,2,0.0007296610370594779,590.0,260.0,1725.079661016949,3914.603846153846
电影,2024-10-21,309548.25,3714579,12,0.002662990326537962,590.0,260.0,6295.896610169491,14286.842307692308
电影-华语电影,2024-10-21,333536.26666666666,5003044,15,0.003586693882467917,590.0,260.0,8479.735593220339,19242.476923076923
电影-美国电影,2024-10-21,240409.0,240409,1,0.00017234977137723143,590.0,260.0,407.4728813559322,924.65
电视剧,2024-10-21,330113.46341463417,27069304,82,0.019406047010472886,590.0,260.0,45880.17627118644,104112.7076923077
电视剧-国产剧,2024-10-21,347091.08771929826,19784192,57,0.014183333269899425,590.0,260.0,33532.52881355932,76093.04615384615
社会,2024-10-21,464887.8934967012,493246055,1061,0.3536092442960593,590.0,260.0,836010.2627118644,1897100.2115384615
科技,2024-10-21,306399.6666666667,5515194,18,0.003953855408911806,590.0,260.0,9347.786440677966,21212.284615384615
科普,2024-10-21,294371.28571428574,4121198,14,0.00295449643357904,590.0,260.0,6985.081355932203,15850.761538461538
综艺,2024-10-21,364642.58490566036,57978171,159,0.041564685667841175,590.0,260.0,98268.08644067797,222992.96538461538
综艺-内地综艺,2024-10-21,403141.57575757575,13303672,33,0.009537433405894436,590.0,260.0,22548.59661016949,51167.96923076923
美图,2024-10-21,127136.0,127136,1,9.114409416376132e-05,590.0,260.0,215.48474576271187,488.9846153846154
美食,2024-10-21,223687.0,447374,2,0.0003207234613517694,590.0,260.0,758.2610169491526,1720.6692307692308
职场,2024-10-21,740061.0,740061,1,0.0005305514525463076,590.0,260.0,1254.3406779661018,2846.3884615384613
艺术,2024-10-21,81706.0,81706,1,5.857522147734931e-05,590.0,260.0,138.48474576271187,314.25384615384615
读书,2024-10-21,115012.0,115012,1,8.245237035900546e-05,590.0,260.0,194.93559322033897,442.3538461538462
财经,2024-10-21,530928.3913043478,36634059,69,0.026263042121010476,590.0,260.0,62091.625423728816,140900.22692307693
财经-产业公司,2024-10-21,400378.14285714284,2802647,7,0.0020092241542582997,590.0,260.0,4750.249152542373,10779.411538461538
运动健身,2024-10-21,598347.0,2991735,5,0.002144781781344548,590.0,260.0,5070.737288135593,11506.673076923076
音乐,2024-10-21,253857.72,6346443,25,0.004549779750793984,590.0,260.0,10756.683050847458,24409.396153846155
音乐-华语音乐,2024-10-21,80489.5,160979,2,0.00011540621959467133,590.0,260.0,272.8457627118644,619.15
音乐-日韩音乐,2024-10-21,255218.0,255218,1,0.00018296637792825665,590.0,260.0,432.5728813559322,981.6076923076923
互联网,2024-10-28,439152.55,8783051,20,0.008343348467732527,590.0,260.0,14886.527118644068,33780.96538461538
体育,2024-10-28,274958.22926829266,56366437,205,0.05354458556320486,590.0,260.0,95536.33389830508,216793.98846153845
健康,2024-10-28,81415.33333333333,244246,3,0.00023201840565992374,590.0,260.0,413.97627118644067,939.4076923076923
其他,2024-10-28,345708.48097826086,254441442,736,0.24170343713572365,590.0,260.0,431256.6813559322,978620.9307692308
军事,2024-10-28,184940.83333333334,1109645,6,0.0010540932655949578,590.0,260.0,1880.7542372881355,4267.865384615385
动漫,2024-10-28,190903.66666666666,2290844,12,0.0021761583505793434,590.0,260.0,3882.7864406779663,8810.938461538462
动漫-国产动漫,2024-10-28,188624.0,188624,1,0.00017918098863112377,590.0,260.0,319.7016949152542,725.4769230769231
情感,2024-10-28,255101.55555555556,4591828,18,0.004361949066206187,590.0,260.0,7782.759322033899,17660.876923076925
搞笑,2024-10-28,164115.06666666668,2461726,15,0.002338485550189487,590.0,260.0,4172.416949152543,9468.176923076922
教育,2024-10-28,309752.0,929256,3,0.0008827350112997474,590.0,260.0,1575.0101694915254,3574.0615384615385
数码,2024-10-28,403829.95,8076599,20,0.007672263304760505,590.0,260.0,13689.150847457628,31063.842307692306
旅游,2024-10-28,303358.5,606717,2,0.0005763431582370723,590.0,260.0,1028.3338983050849,2333.526923076923
时事,2024-10-28,401060.35714285716,67378140,168,0.06400501387589207,590.0,260.0,114200.2372881356,259146.6923076923
时尚,2024-10-28,405410.0,810820,2,0.000770228227595045,590.0,260.0,1374.2711864406779,3118.5384615384614
明星,2024-10-28,333867.675,80128242,240,0.07611681238248544,590.0,260.0,135810.57966101696,308185.54615384614
明星-内地,2024-10-28,323145.4,29083086,90,0.027627110558168605,590.0,260.0,49293.36610169491,111858.02307692308
明星-日韩,2024-10-28,277476.6,4162149,15,0.0039537809220992195,590.0,260.0,7054.489830508474,16008.265384615384
明星-港台,2024-10-28,373779.0,747558,2,0.0007101332889722709,590.0,260.0,1267.0474576271185,2875.223076923077
星座,2024-10-28,275409.0,275409,1,0.00026162130427681085,590.0,260.0,466.7949152542373,1059.2653846153846
汽车,2024-10-28,436387.46153846156,5673037,13,0.0053890299124233635,590.0,260.0,9615.316949152542,21819.373076923075
游戏,2024-10-28,199462.55555555556,28722608,144,0.027284679030792607,590.0,260.0,48682.38644067797,110471.56923076924
电影,2024-10-28,429554.4285714286,9020643,21,0.008569045990056548,590.0,260.0,15289.225423728814,34694.78076923077
电影-华语电影,2024-10-28,368780.75,4425369,12,0.004203823439634021,590.0,260.0,7500.625423728814,17020.65
电影-美国电影,2024-10-28,421612.25,1686449,4,0.001602020946941906,590.0,260.0,2858.3881355932203,6486.342307692307
电视剧,2024-10-28,250746.74666666667,18806006,75,0.01786452809442513,590.0,260.0,31874.586440677966,72330.7923076923
电视剧-国产剧,2024-10-28,289459.01470588235,19683213,68,0.018697819814959854,590.0,260.0,33361.377966101696,75704.66538461538
社会,2024-10-28,400297.7704026115,367873651,919,0.3494569327207619,590.0,260.0,623514.6627118645,1414898.6576923076
科技,2024-10-28,442549.1818181818,4868041,11,0.0046243341201376515,590.0,260.0,8250.916949152543,18723.234615384616
科普,2024-10-28,361500.375,5784006,16,0.0054944435137010755,590.0,260.0,9803.4,22246.176923076924
综艺,2024-10-28,299666.0714285714,25171950,84,0.02391177626798931,590.0,260.0,42664.32203389831,96815.19230769231
综艺-内地综艺,2024-10-28,461521.5333333333,6922823,15,0.006576248352586533,590.0,260.0,11733.598305084746,26626.242307692308
美图,2024-10-28,118982.0,118982,1,0.00011302544951495233,590.0,260.0,201.66440677966102,457.62307692307695
美妆,2024-10-28,504605.0,1009210,2,0.0009586863046930212,590.0,260.0,1710.5254237288136,3881.576923076923
美食,2024-10-28,152230.66666666666,456692,3,0.0004338288025910021,590.0,260.0,774.0542372881356,1756.5076923076922
职场,2024-10-28,439112.0,439112,1,0.0004171289034258102,590.0,260.0,744.2576271186441,1688.8923076923077
读书,2024-10-28,269203.0,538406,2,0.0005114519857755579,590.0,260.0,912.5525423728814,2070.7923076923075
财经,2024-10-28,356259.1041666667,17100437,48,0.01624434434475066,590.0,260.0,28983.79152542373,65770.91153846154
财经-其他,2024-10-28,495506.0,495506,1,0.0004706996721130589,590.0,260.0,839.8406779661017,1905.7923076923078
运动健身,2024-10-28,409810.6,2049053,5,0.001946472041190782,590.0,260.0,3472.971186440678,7880.973076923077
音乐,2024-10-28,298925.6538461539,7772067,26,0.007382976974124884,590.0,260.0,13172.994915254238,29892.565384615384
音乐-华语音乐,2024-10-28,202568.0,810272,4,0.0007697076619100322,590.0,260.0,1373.342372881356,3116.4307692307693
音乐-日韩音乐,2024-10-28,298807.5,597615,2,0.0005676968281914764,590.0,260.0,1012.9067796610169,2298.519230769231
互联网,2024-11-04,600619.625,4804957,8,0.003011822161543572,590.0,260.0,8143.994915254238,18480.603846153845
体育,2024-11-04,424793.8101265823,100676133,237,0.06310537399354627,590.0,260.0,170637.51355932205,387215.8961538462
健康,2024-11-04,536991.0,536991,1,0.0003365943533624638,590.0,260.0,910.1542372881356,2065.35
其他,2024-11-04,363452.86155606405,317657801,874,0.19911287548233997,590.0,260.0,538403.0525423728,1221760.773076923
军事,2024-11-04,292775.54545454547,9661593,33,0.006056037528163986,590.0,260.0,16375.581355932203,37159.973076923074
动漫,2024-11-04,171495.5,685982,4,0.0004299842412783262,590.0,260.0,1162.6813559322034,2638.392307692308
动漫-国产动漫,2024-11-04,206627.0,206627,1,0.00012951703371606938,590.0,260.0,350.21525423728815,794.7192307692308
情感,2024-11-04,534436.5833333334,12826478,24,0.008039836921527304,590.0,260.0,21739.793220338983,49332.60769230769
搞笑,2024-11-04,288397.84210526315,5479559,19,0.0034346732409229743,590.0,260.0,9287.38813559322,21075.226923076923
政务,2024-11-04,144516.0,144516,1,9.058488796000273e-05,590.0,260.0,244.94237288135594,555.8307692307692
教育,2024-11-04,229296.66666666666,687890,3,0.0004311802055053162,590.0,260.0,1165.915254237288,2645.730769230769
数码,2024-11-04,528840.0,2115360,4,0.0013259407165647497,590.0,260.0,3585.35593220339,8136.0
旅游,2024-11-04,193317.5,386635,2,0.0002423488621081102,590.0,260.0,655.3135593220339,1487.0576923076924
时事,2024-11-04,728550.6568627451,148624334,204,0.09316005593512153,590.0,260.0,251905.65084745764,571632.0538461539
时尚,2024-11-04,260555.0,521110,2,0.0003266398943012332,590.0,260.0,883.2372881355932,2004.2692307692307
明星,2024-11-04,395815.1581027668,100141235,253,0.06277009156530283,590.0,260.0,169730.90677966102,385158.5961538461
明星-内地,2024-11-04,455952.0900900901,50610682,111,0.031723566653860655,590.0,260.0,85780.81694915255,194656.46923076923
明星-日韩,2024-11-04,336838.22222222225,3031544,9,0.0019002191700975566,590.0,260.0,5138.210169491525,11659.784615384615
明星-港台,2024-11-04,394028.0,788056,2,0.0004939658201597602,590.0,260.0,1335.6881355932203,3030.9846153846156
星座,2024-11-04,187916.0,751664,4,0.00047115474565838724,590.0,260.0,1274.006779661017,2891.0153846153844
校园,2024-11-04,240152.5,480305,2,0.0003010626824132214,590.0,260.0,814.0762711864406,1847.326923076923
汽车,2024-11-04,445809.28571428574,6241330,14,0.003912163212179993,590.0,260.0,10578.525423728814,24005.115384615383
游戏,2024-11-04,265974.22535211267,37768340,142,0.023673785929137877,590.0,260.0,64014.13559322034,145262.84615384616
电商,2024-11-04,432248.0,432248,1,0.0002709398035576355,590.0,260.0,732.6237288135593,1662.4923076923078
电影,2024-11-04,298498.0,5074466,17,0.003180754615868438,590.0,260.0,8600.789830508475,19517.176923076924
电影-华语电影,2024-11-04,294646.875,2357175,8,0.0014775141387605485,590.0,260.0,3995.2118644067796,9066.057692307691
电影-美国电影,2024-11-04,138019.0,138019,1,8.651246679503734e-05,590.0,260.0,233.93050847457627,530.8423076923077
电视剧,2024-11-04,361394.7272727273,31802736,88,0.01993445208407059,590.0,260.0,53902.942372881356,122318.21538461538
电视剧-国产剧,2024-11-04,326913.8058252427,33672122,103,0.02110621245222358,590.0,260.0,57071.393220338985,129508.16153846154
社会,2024-11-04,606013.2306122449,593892966,980,0.3722613951766151,590.0,260.0,1006598.2474576271,2284203.7153846156
科技,2024-11-04,495597.14285714284,6938360,14,0.004349072512567221,590.0,260.0,11759.93220338983,26686.0
科普,2024-11-04,413660.25,4963923,12,0.0031114645353945624,590.0,260.0,8413.428813559321,19092.01153846154
综艺,2024-11-04,539671.8317757009,57744886,107,0.03619539724717768,590.0,260.0,97872.68813559323,222095.71538461538
综艺-内地综艺,2024-11-04,414063.8461538461,10765660,26,0.006748083983195514,590.0,260.0,18246.881355932204,41406.38461538462
美妆,2024-11-04,633924.0,1267848,2,0.0007947069461534608,590.0,260.0,2148.8949152542373,4876.338461538461
美食,2024-11-04,334125.5,668251,2,0.0004188701732967961,590.0,260.0,1132.628813559322,2570.1961538461537
职场,2024-11-04,451744.0,451744,1,0.0002831602011306947,590.0,260.0,765.6677966101695,1737.4769230769232
读书,2024-11-04,92228.5,184457,2,0.00011562053114145301,590.0,260.0,312.63898305084746,709.45
财经,2024-11-04,582599.0833333334,27964756,48,0.017528746222486187,590.0,260.0,47397.89152542373,107556.75384615385
财经-产业公司,2024-11-04,430852.5,2585115,6,0.0016203904940541008,590.0,260.0,4381.550847457627,9942.75
财经-其他,2024-11-04,718547.0,718547,1,0.00045039649235376067,590.0,260.0,1217.8762711864406,2763.642307692308
财经-宏观经济,2024-11-04,259411.0,259411,1,0.0001626028700669287,590.0,260.0,439.6796610169491,997.7346153846154
运动健身,2024-11-04,494159.0,988318,2,0.0006194931723743667,590.0,260.0,1675.1152542372881,3801.223076923077
音乐,2024-11-04,280937.14285714284,5899680,21,0.0036980116513041384,590.0,260.0,9999.457627118643,22691.076923076922
音乐-华语音乐,2024-11-04,213775.66666666666,1282654,6,0.0008039875784096525,590.0,260.0,2173.9898305084744,4933.284615384616
音乐-日韩音乐,2024-11-04,241490.0,482980,2,0.00030273941423041126,590.0,260.0,818.6101694915254,1857.6153846153845
互联网,2024-11-11,280388.0,3645044,13,0.0023504026842143862,590.0,260.0,6178.040677966102,14019.4
体育,2024-11-11,400821.35661764705,109023409,272,0.07030063646853175,590.0,260.0,184785.43898305084,419320.80384615384
公益,2024-11-11,362124.0,362124,1,0.00023350533535903832,590.0,260.0,613.7694915254237,1392.7846153846153
其他,2024-11-11,351642.97555555555,316478678,900,0.20407225105316162,590.0,260.0,536404.5389830509,1217225.6846153846
军事,2024-11-11,243629.2,7308876,30,0.004712920274485056,590.0,260.0,12387.925423728813,28111.061538461538
动漫,2024-11-11,209959.5,419919,2,0.00027077279307262706,590.0,260.0,711.7271186440678,1615.073076923077
动漫-日本动漫,2024-11-11,174168.0,174168,1,0.00011230726836335891,590.0,260.0,295.2,669.876923076923
情感,2024-11-11,419248.74074074073,11319716,27,0.007299196078550639,590.0,260.0,19185.959322033897,43537.36923076923
房产,2024-11-11,347435.0,347435,1,0.00022403355256891969,590.0,260.0,588.8728813559322,1336.2884615384614
搞笑,2024-11-11,298600.4117647059,5076207,17,0.0032732473348546292,590.0,260.0,8603.740677966101,19523.873076923075
教育,2024-11-11,267760.5,535521,2,0.0003453154463576221,590.0,260.0,907.6627118644068,2059.6961538461537
数码,2024-11-11,391843.5,2351061,6,0.0015160146448579934,590.0,260.0,3984.849152542373,9042.542307692307
旅游,2024-11-11,394430.0,1183290,3,0.0007630108147402448,590.0,260.0,2005.5762711864406,4551.115384615385
时事,2024-11-11,410531.893877551,100580314,245,0.06485634741438671,590.0,260.0,170475.10847457626,386847.3615384615
时尚,2024-11-11,329185.26666666666,4937779,15,0.0031839859863577583,590.0,260.0,8369.116949152542,18991.457692307693
明星,2024-11-11,356070.5964467005,140291815,394,0.09046317645254985,590.0,260.0,237782.7372881356,539583.9038461539
明星-其他,2024-11-11,470097.0,470097,1,0.00030312864553655054,590.0,260.0,796.7745762711864,1808.0653846153846
明星-内地,2024-11-11,378265.0,60900665,161,0.0392700572301572,590.0,260.0,103221.46610169491,234233.32692307694
明星-日韩,2024-11-11,322339.36842105264,6124448,19,0.003949175652895117,590.0,260.0,10380.42033898305,23555.56923076923
明星-港台,2024-11-11,384501.75,1538007,4,0.0009917399573614245,590.0,260.0,2606.7915254237287,5915.411538461539
星座,2024-11-11,303219.6666666667,909659,3,0.0005865676670349588,590.0,260.0,1541.7949152542374,3498.6884615384615
校园,2024-11-11,198139.0,198139,1,0.0001277642841753225,590.0,260.0,335.82881355932204,762.0730769230769
汽车,2024-11-11,419825.8461538461,5457736,13,0.003519265431126068,590.0,260.0,9250.4,20991.292307692307
游戏,2024-11-11,287986.2,61917033,215,0.0399254331530129,590.0,260.0,104944.12372881356,238142.4346153846
电影,2024-11-11,307902.6153846154,8005468,26,0.005162097762219708,590.0,260.0,13568.589830508474,30790.26153846154
电影-华语电影,2024-11-11,418035.3846153846,5434460,13,0.0035042565662460356,590.0,260.0,9210.949152542373,20901.76923076923
电影-美国电影,2024-11-11,333889.0,333889,1,0.00021529880073591903,590.0,260.0,565.9135593220338,1284.1884615384615
电视剧,2024-11-11,309902.6438356164,22622893,73,0.014587727454564294,590.0,260.0,38343.88644067797,87011.12692307692
电视剧-国产剧,2024-11-11,309067.66,30906766,100,0.019929346742257686,590.0,260.0,52384.349152542374,118872.17692307693
社会,2024-11-11,456704.3723129837,531147185,1163,0.34249511647511394,590.0,260.0,900249.466101695,2042873.7884615385
科技,2024-11-11,239567.25,1916538,8,0.001235824878821455,590.0,260.0,3248.3694915254237,7371.3
科普,2024-11-11,293054.15789473685,5568029,19,0.0035903847271482993,590.0,260.0,9437.337288135594,21415.496153846154
综艺,2024-11-11,312937.2755905512,39743034,127,0.025627162194043096,590.0,260.0,67361.07457627119,152857.8230769231
综艺-内地综艺,2024-11-11,350838.28571428574,9823472,28,0.006334385800858608,590.0,260.0,16649.95254237288,37782.584615384614
美妆,2024-11-11,508508.0,508508,1,0.0003278968835889194,590.0,260.0,861.8779661016949,1955.8
美食,2024-11-11,345907.6666666667,1037723,3,0.0006691460856634394,590.0,260.0,1758.8525423728813,3991.242307692308
职场,2024-11-11,458060.0,916120,2,0.0005907338586482038,590.0,260.0,1552.7457627118645,3523.5384615384614
读书,2024-11-11,395208.0,790416,2,0.0005096772187238339,590.0,260.0,1339.6881355932203,3040.0615384615385
财经,2024-11-11,456728.12987012987,35168066,77,0.02267712453540443,590.0,260.0,59606.89152542373,135261.79230769232
财经-产业公司,2024-11-11,517759.75,2071039,4,0.0013354504430433977,590.0,260.0,3510.235593220339,7965.534615384616
财经-其他,2024-11-11,461615.5,923231,2,0.0005953191842265641,590.0,260.0,1564.7983050847458,3550.8884615384613
运动健身,2024-11-11,269467.0,538934,2,0.00034751622208521927,590.0,260.0,913.4474576271186,2072.8230769230768
音乐,2024-11-11,263360.975,10534439,40,0.006792832597437155,590.0,260.0,17854.981355932203,40517.07307692308
音乐-华语音乐,2024-11-11,195985.0,783940,4,0.000505501354788317,590.0,260.0,1328.7118644067796,3015.153846153846
