host_category_raw,week,avg_heat,total_heat,topic_count,normalized_heat,mau_millions,dau_millions,heat_per_mau,heat_per_dau
星座,2024-02-05,375125.5,750251,2,0.00037441534398336703,588.0,255.0,1275.937074829932,2942.1607843137253
校园,2024-02-05,277705.0,277705,1,0.00013858963613630764,588.0,255.0,472.2874149659864,1089.0392156862745
汽车,2024-02-05,277676.0,555352,2,0.00027715032717297387,588.0,255.0,944.4761904761905,2177.850980392157
游戏,2024-02-05,342027.29357798165,37280975,109,0.018605198898315772,588.0,255.0,63403.018707482996,146199.9019607843
电商,2024-02-05,1211049.5,2422099,2,0.0012087568430388888,588.0,255.0,4119.215986394558,9498.427450980393
电影,2024-02-05,469032.31746031746,29549036,63,0.014746548126316253,588.0,255.0,50253.462585034016,115878.5725490196
电影-华语电影,2024-02-05,448118.13636363635,9858599,22,0.004919967765160031,588.0,255.0,16766.32482993197,38661.17254901961
电影-美国电影,2024-02-05,489018.5,978037,2,0.00048809273134385736,588.0,255.0,1663.328231292517,3835.4392156862746
电视剧,2024-02-05,330212.82795698923,30709793,93,0.01532582790259926,588.0,255.0,52227.53911564626,120430.56078431373
电视剧-国产剧,2024-02-05,819040.2083333334,19656965,24,0.0098098760443425,588.0,255.0,33430.212585034016,77086.13725490196
电视剧-韩剧,2024-02-05,150450.0,150450,1,7.5082590362822e-05,588.0,255.0,255.8673469387755,590.0
社会,2024-02-05,686972.786971831,390200543,568,0.1947309240905265,588.0,255.0,663606.3656462585,1530198.2078431372
科技,2024-02-05,332144.625,2657157,8,0.001326063347030276,588.0,255.0,4518.974489795918,10420.223529411765
科普,2024-02-05,304382.3,3043823,10,0.0015190303452704283,588.0,255.0,5176.569727891157,11936.560784313726
综艺,2024-02-05,860925.8888888889,100728329,117,0.050268819303679387,588.0,255.0,171306.6819727891,395013.0549019608
综艺-内地综艺,2024-02-05,549992.0285714286,19249721,35,0.009606639524370969,588.0,255.0,32737.62074829932,75489.10196078432
美图,2024-02-05,384801.5,769603,2,0.00038407302619474176,588.0,255.0,1308.8486394557824,3018.050980392157
美妆,2024-02-05,159451.0,318902,2,0.00015914914079019382,588.0,255.0,542.3503401360545,1250.5960784313725
美食,2024-02-05,262224.3333333333,786673,3,0.00039259186845126134,588.0,255.0,1337.8792517006802,3084.992156862745
萌宠,2024-02-05,167048.0,501144,3,0.0002500976381840217,588.0,255.0,852.2857142857143,1965.270588235294
读书,2024-02-05,182882.0,365764,2,0.00018253578319353422,588.0,255.0,622.047619047619,1434.3686274509803
财经,2024-02-05,425357.6941176471,36155404,85,0.018043478816446235,588.0,255.0,61488.78231292517,141785.89803921568
音乐,2024-02-05,297964.17647058825,5065391,17,0.0025279008140945518,588.0,255.0,8614.610544217687,19864.27843137255
音乐-华语音乐,2024-02-05,348451.6,5226774,15,0.002608439555739771,588.0,255.0,8889.07142857143,20497.15294117647
音乐-日韩音乐,2024-02-05,954748.8461538461,12411735,13,0.006194119074090398,588.0,255.0,21108.39285714286,48673.470588235294
互联网,2024-02-12,215476.25,1723810,8,0.0012627024673756032,588.0,255.0,2931.6496598639455,6760.0392156862745
体育,2024-02-12,318630.82914572867,63407535,199,0.0464464476332687,588.0,255.0,107835.94387755102,248657.0
健康,2024-02-12,304808.0,609616,2,0.00044654783726260185,588.0,255.0,1036.7619047619048,2390.6509803921567
健康-医疗,2024-02-12,229405.0,229405,1,0.0001680407118698118,588.0,255.0,390.1445578231293,899.6274509803922
公益,2024-02-12,81649.75,326599,4,0.00023923597330471725,588.0,255.0,555.4404761904761,1280.7803921568627
其他,2024-02-12,430203.62283737026,497315388,1156,0.36428688050971714,588.0,255.0,845774.4693877551,1950256.4235294117
军事,2024-02-12,493611.71428571426,3455282,7,0.0025310174014993004,588.0,255.0,5876.329931972789,13550.125490196078
动漫,2024-02-12,415468.3333333333,2492810,6,0.0018260001610958154,588.0,255.0,4239.472789115646,9775.725490196079
情感,2024-02-12,318015.56862745096,16218794,51,0.011880376144503529,588.0,255.0,27582.982993197278,63603.1137254902
搞笑,2024-02-12,294653.78846153844,15321997,52,0.01122346628515996,588.0,255.0,26057.818027210884,60086.262745098036
政务,2024-02-12,1745573.5,3491147,2,0.0025572887562265766,588.0,255.0,5937.324829931973,13690.772549019608
旅游,2024-02-12,471857.0,1415571,3,0.0010369153180718003,588.0,255.0,2407.433673469388,5551.2588235294115
时事,2024-02-12,556623.5376344086,51765989,93,0.03791893656286849,588.0,255.0,88037.3962585034,203003.87843137255
时尚,2024-02-12,717658.6666666666,2152976,3,0.0015770694609037288,588.0,255.0,3661.5238095238096,8443.043137254903
明星,2024-02-12,648018.411111111,174964971,270,0.12816302294684498,588.0,255.0,297559.4744897959,686137.1411764706
明星-内地,2024-02-12,499877.97777777776,67483527,135,0.04943213930195795,588.0,255.0,114767.9030612245,264641.28235294117
明星-日韩,2024-02-12,336789.3076923077,4378261,13,0.0032071057526724964,588.0,255.0,7446.022108843537,17169.650980392158
明星-欧美,2024-02-12,752875.0,2258625,3,0.001654458066942541,588.0,255.0,3841.1989795918366,8857.35294117647
明星-港台,2024-02-12,277415.0,1387075,5,0.0010160418056137364,588.0,255.0,2358.971088435374,5439.509803921569
星座,2024-02-12,219361.0,219361,1,0.0001606834140340175,588.0,255.0,373.062925170068,860.2392156862745
校园,2024-02-12,296264.125,2370113,8,0.0017361237799171563,588.0,255.0,4030.8044217687075,9294.560784313726
汽车,2024-02-12,352694.75,1410779,4,0.0010334051457072915,588.0,255.0,2399.2840136054424,5532.466666666666
游戏,2024-02-12,244772.58620689655,7098405,29,0.005199629604150874,588.0,255.0,12072.117346938776,27836.882352941175
电影,2024-02-12,501619.9718309859,35615018,71,0.026088241223932173,588.0,255.0,60569.75850340136,139666.73725490196
电影-华语电影,2024-02-12,378965.08,9474127,25,0.006939862014450445,588.0,255.0,16112.46088435374,37153.439215686274
电影-美国电影,2024-02-12,209071.0,209071,1,0.00015314591953677304,588.0,255.0,355.562925170068,819.8862745098039
电视剧,2024-02-12,387414.8210526316,36804408,95,0.026959477431908616,588.0,255.0,62592.5306122449,144331.01176470588
电视剧-国产剧,2024-02-12,494425.1111111111,4449826,9,0.0032595275985126617,588.0,255.0,7567.731292517007,17450.298039215686
社会,2024-02-12,495012.81282495667,285622393,577,0.20922033192685052,588.0,255.0,485752.36904761905,1120087.8156862746
科技,2024-02-12,580790.7272727273,6388698,11,0.004679764433387428,588.0,255.0,10865.132653061224,25053.717647058824
科普,2024-02-12,306576.3846153846,3985493,13,0.0029194005399714555,588.0,255.0,6778.049319727891,15629.38431372549
综艺,2024-02-12,497524.5806451613,30846524,62,0.022595287163179677,588.0,255.0,52460.074829931975,120966.76078431372
综艺-内地综艺,2024-02-12,466374.44444444444,8394740,18,0.006149203746919133,588.0,255.0,14276.768707482994,32920.549019607846
美妆,2024-02-12,88626.0,88626,1,6.491914356781212e-05,588.0,255.0,150.72448979591837,347.5529411764706
育儿,2024-02-12,389447.5,778895,2,0.0005705458480496809,588.0,255.0,1324.6513605442176,3054.4901960784314
读书,2024-02-12,126631.0,126631,1,9.275806274835394e-05,588.0,255.0,215.35884353741497,496.59215686274507
财经,2024-02-12,386347.39285714284,10817727,28,0.007924058088940013,588.0,255.0,18397.494897959183,42422.458823529414
音乐,2024-02-12,284255.6,2842556,10,0.0020821914682321863,588.0,255.0,4834.278911564626,11147.27843137255
音乐-华语音乐,2024-02-12,256202.77777777778,2305825,9,0.001689032385724848,588.0,255.0,3921.471088435374,9042.450980392157
音乐-日韩音乐,2024-02-12,482550.5,4825505,10,0.003534715003296947,588.0,255.0,8206.641156462585,18923.549019607843
音乐-欧美音乐,2024-02-12,101027.0,101027,1,7.400295982246017e-05,588.0,255.0,171.81462585034015,396.1843137254902
互联网,2024-02-19,386440.3461538461,10047449,26,0.005839218626277567,588.0,255.0,17087.498299319726,39401.76078431372
体育,2024-02-19,550028.6572327045,174909113,318,0.10165093154842467,588.0,255.0,297464.47789115645,685918.0901960784
健康,2024-02-19,46559.0,46559,1,2.70584284648628e-05,588.0,255.0,79.18197278911565,182.5843137254902
公益,2024-02-19,158843.5,317687,2,0.00018462834175383638,588.0,255.0,540.2840136054422,1245.8313725490195
其他,2024-02-19,457629.98987108655,496986169,1086,0.2888306171075993,588.0,255.0,845214.5731292517,1948965.368627451
军事,2024-02-19,561117.0,6172287,11,0.0035871128300458046,588.0,255.0,10497.086734693878,24205.04705882353
动漫,2024-02-19,236699.42857142858,1656896,7,0.0009629287976485172,588.0,255.0,2817.8503401360545,6497.63137254902
动漫-国产动漫,2024-02-19,102152.0,102152,1,5.936709518122521e-05,588.0,255.0,173.7278911564626,400.5960784313726
情感,2024-02-19,541686.6388888889,19500719,36,0.011333121632227728,588.0,255.0,33164.48809523809,76473.40784313726
搞笑,2024-02-19,327809.01492537314,21963204,67,0.012764229994054608,588.0,255.0,37352.38775510204,86130.21176470588
摄影,2024-02-19,518674.0,518674,1,0.00030143481014592767,588.0,255.0,882.0986394557823,2034.0156862745098
政务,2024-02-19,358248.0,358248,1,0.00020820094677033804,588.0,255.0,609.265306122449,1404.894117647059
教育,2024-02-19,360002.5,1440010,4,0.0008368823981117953,588.0,255.0,2448.996598639456,5647.098039215686
数码,2024-02-19,401386.8181818182,4415255,11,0.0025659885644371185,588.0,255.0,7508.937074829932,17314.725490196077
旅游,2024-02-19,291136.0,873408,3,0.0005075935455795633,588.0,255.0,1485.3877551020407,3425.1294117647058
时事,2024-02-19,824213.2150537635,76651829,93,0.04454730625007831,588.0,255.0,130360.25340136055,300595.4078431373
时尚,2024-02-19,433688.5,4336885,10,0.0025204427185471444,588.0,255.0,7375.6547619047615,17007.392156862745
明星,2024-02-19,539252.0748898678,122410221,227,0.0711404499301219,588.0,255.0,208180.64795918367,480040.08235294116
明星-内地,2024-02-19,506350.1544715447,62281069,123,0.03619553362940965,588.0,255.0,105920.18537414966,244239.4862745098
明星-日韩,2024-02-19,375384.86666666664,5630773,15,0.003272404227375607,588.0,255.0,9576.144557823129,22081.46274509804
明星-欧美,2024-02-19,810538.6,4052693,5,0.002355280474893151,588.0,255.0,6892.335034013606,15892.913725490196
校园,2024-02-19,480661.3333333333,2883968,6,0.001676059232864826,588.0,255.0,4904.707482993197,11309.67843137255
汽车,2024-02-19,374827.6,3748276,10,0.0021783641833493434,588.0,255.0,6374.619047619048,14699.121568627452
游戏,2024-02-19,283967.62626262626,28112795,99,0.01633815271923479,588.0,255.0,47810.87585034013,110246.25490196078
电影,2024-02-19,405966.3333333333,15832687,39,0.00920139239665936,588.0,255.0,26926.33843537415,62088.96862745098
电影-华语电影,2024-02-19,501084.0833333333,6013009,12,0.0034945461432822054,588.0,255.0,10226.205782312925,23580.42745098039
电影-美国电影,2024-02-19,85297.0,85297,1,4.9571570969466745e-05,588.0,255.0,145.06292517006804,334.4980392156863
电视剧,2024-02-19,370131.2061068702,48487188,131,0.02817902248674486,588.0,255.0,82461.20408163265,190145.83529411766
电视剧-国产剧,2024-02-19,405137.71428571426,5671928,14,0.0032963220439840273,588.0,255.0,9646.13605442177,22242.854901960785
社会,2024-02-19,766722.0465116279,461566672,602,0.26824607006329154,588.0,255.0,784977.3333333334,1810065.3803921568
科技,2024-02-19,570974.5833333334,6851695,12,0.003981960502170539,588.0,255.0,11652.542517006803,26869.392156862745
科普,2024-02-19,494146.64705882355,8400493,17,0.00488206660173287,588.0,255.0,14286.552721088436,32943.10980392157
综艺,2024-02-19,431820.8910891089,43613910,101,0.025346847307888148,588.0,255.0,74173.3163265306,171034.9411764706
综艺-内地综艺,2024-02-19,382363.22222222225,20647614,54,0.011999656057670904,588.0,255.0,35114.989795918365,80971.03529411765
美图,2024-02-19,278827.0,557654,2,0.0003240885944102021,588.0,255.0,948.3911564625851,2186.878431372549
美妆,2024-02-19,602977.0,1205954,2,0.000700857407610025,588.0,255.0,2050.9421768707484,4729.231372549019
美食,2024-02-19,240674.625,1925397,8,0.0011189719923314814,588.0,255.0,3274.484693877551,7550.576470588236
职场,2024-02-19,252644.0,505288,2,0.00029365534487754447,588.0,255.0,859.3333333333334,1981.521568627451
育儿,2024-02-19,238492.0,238492,1,0.00013860303531953132,588.0,255.0,405.5986394557823,935.2627450980392
萌宠,2024-02-19,191682.0,383364,2,0.00022279746923266526,588.0,255.0,651.9795918367347,1503.3882352941177
财经,2024-02-19,533817.7424242424,35231971,66,0.02047556362850621,588.0,255.0,59918.31802721089,138164.59215686275
音乐,2024-02-19,350651.1666666667,8415628,24,0.004890862523355235,588.0,255.0,14312.292517006803,33002.46274509804
音乐-华语音乐,2024-02-19,243906.4,1219532,5,0.0007087484564232706,588.0,255.0,2074.0340136054424,4782.478431372549
音乐-日韩音乐,2024-02-19,490411.77777777775,4413706,9,0.002565088340942368,588.0,255.0,7506.302721088436,17308.650980392158
互联网,2024-02-26,320899.43333333335,9626983,30,0.007311491042975893,588.0,255.0,16372.420068027212,37752.87450980392
体育,2024-02-26,321452.48695652175,73934072,230,0.05615137215872665,588.0,255.0,125738.21768707484,289937.53725490195
健康,2024-02-26,315290.6666666667,945872,3,0.0007183698834621079,588.0,255.0,1608.6258503401361,3709.301960784314
公益,2024-02-26,183141.25,732565,4,0.0005563677048040528,588.0,255.0,1245.858843537415,2872.8039215686276
其他,2024-02-26,372715.8166828322,384270007,1031,0.2918449855229602,588.0,255.0,653520.4200680272,1506941.2039215686
军事,2024-02-26,140719.85714285713,985039,7,0.000748116395913645,588.0,255.0,1675.2363945578231,3862.8980392156864
动漫,2024-02-26,434251.4,2171257,5,0.0016490240096506566,588.0,255.0,3692.6139455782313,8514.733333333334
动漫-其他,2024-02-26,537005.0,537005,1,0.00040784399926054396,588.0,255.0,913.2738095238095,2105.901960784314
动漫-日本动漫,2024-02-26,255284.0,510568,2,0.0003877656539780028,588.0,255.0,868.3129251700681,2002.2274509803922
情感,2024-02-26,362769.9574468085,17050188,47,0.01294925906102203,588.0,255.0,28996.918367346938,66863.48235294118
房产,2024-02-26,741160.0,741160,1,0.0005628954264707866,588.0,255.0,1260.4761904761904,2906.5098039215686
搞笑,2024-02-26,319437.85,44721299,140,0.03396488568316229,588.0,255.0,76056.63095238095,175377.6431372549
政务,2024-02-26,195957.0,195957,1,0.00014882521869088447,588.0,255.0,333.26020408163265,768.4588235294118
教育,2024-02-26,243115.0,972460,4,0.0007385629100677062,588.0,255.0,1653.843537414966,3813.5686274509803
数码,2024-02-26,469320.75,3754566,8,0.00285151388334869,588.0,255.0,6385.316326530612,14723.788235294118
时事,2024-02-26,587601.8125,47008145,80,0.03570169710639481,588.0,255.0,79945.82482993197,184345.66666666666
时尚,2024-02-26,340643.28571428574,2384503,7,0.0018109798600921124,588.0,255.0,4055.2772108843537,9350.992156862745
明星,2024-02-26,421673.9551282051,131562274,312,0.09991877911745976,588.0,255.0,223745.36394557822,515930.4862745098
明星-其他,2024-02-26,526664.0,526664,1,0.00039999022732852604,588.0,255.0,895.6870748299319,2065.3490196078433
明星-内地,2024-02-26,460820.6206896552,40091394,87,0.030448570245882583,588.0,255.0,68182.64285714286,157221.15294117646
明星-日韩,2024-02-26,358446.14285714284,7527369,21,0.005716878384502642,588.0,255.0,12801.647959183674,29519.09411764706
明星-港台,2024-02-26,244220.5,1465323,6,0.00111288198904751,588.0,255.0,2492.045918367347,5746.364705882353
星座,2024-02-26,161525.0,161525,1,0.00012267483911799584,588.0,255.0,274.70238095238096,633.4313725490196
校园,2024-02-26,503808.625,4030469,8,0.003061056407027207,588.0,255.0,6854.539115646258,15805.760784313725
汽车,2024-02-26,376580.3076923077,4895544,13,0.0037180626689061747,588.0,255.0,8325.755102040815,19198.211764705884
游戏,2024-02-26,211011.57236842104,32073759,152,0.024359345149260928,588.0,255.0,54547.20918367347,125779.44705882353
生活记录,2024-02-26,193733.0,387466,2,0.00029427227496482515,588.0,255.0,658.9557823129252,1519.4745098039216
电影,2024-02-26,286999.5,7461987,26,0.005667222131097827,588.0,255.0,12690.454081632653,29262.694117647057
电影-华语电影,2024-02-26,248280.0909090909,2731081,11,0.002074198559314132,588.0,255.0,4644.6955782312925,10710.121568627452
电影-美国电影,2024-02-26,224908.0,224908,1,0.00017081289408048419,588.0,255.0,382.4965986394558,881.9921568627451
电视剧,2024-02-26,354519.3625,28361549,80,0.02153999975676927,588.0,255.0,48233.9268707483,111221.76078431372
电视剧-国产剧,2024-02-26,268544.4375,4296711,16,0.0032632616044669435,588.0,255.0,7307.331632653061,16849.84705882353
社会,2024-02-26,554423.6547433904,356494410,643,0.27075000398213805,588.0,255.0,606283.0102040817,1398017.294117647
科技,2024-02-26,480776.14285714284,6730866,14,0.005111951113912944,588.0,255.0,11447.051020408164,26395.55294117647
科普,2024-02-26,379191.0,5687865,15,0.00431981379848246,588.0,255.0,9673.239795918367,22305.352941176472
综艺,2024-02-26,437409.1754385965,24932323,57,0.018935574758476445,588.0,255.0,42401.90986394558,97773.81568627451
综艺-内地综艺,2024-02-26,436826.2244897959,21404485,49,0.01625625602091661,588.0,255.0,36402.18537414966,83939.1568627451
美妆,2024-02-26,224991.5,449983,2,0.0003417526211473959,588.0,255.0,765.2772108843537,1764.6392156862746
美食,2024-02-26,385286.0,770572,2,0.0005852332216612432,588.0,255.0,1310.4965986394557,3021.850980392157
萌宠,2024-02-26,191202.5,382405,2,0.00029042855194500665,588.0,255.0,650.3486394557823,1499.6274509803923
读书,2024-02-26,156871.0,156871,1,0.00011914022403515943,588.0,255.0,266.7874149659864,615.1803921568627
财经,2024-02-26,493989.0895522388,33097269,67,0.0251366794602695,588.0,255.0,56287.87244897959,129793.21176470588
财经-其他,2024-02-26,193414.0,386828,2,0.0002937877273879344,588.0,255.0,657.8707482993198,1516.9725490196079
运动健身,2024-02-26,139655.0,418965,3,0.00031819510274614537,588.0,255.0,712.5255102040817,1643.0
音乐,2024-02-26,256594.2857142857,5388480,21,0.004092437189850105,588.0,255.0,9164.081632653062,21131.29411764706
音乐-华语音乐,2024-02-26,179595.0,359190,2,0.00027279724787366,588.0,255.0,610.8673469387755,1408.5882352941176
音乐-日韩音乐,2024-02-26,461498.5,3691988,8,0.0028039872089495204,588.0,255.0,6278.891156462585,14478.38431372549
互联网,2024-03-04,329700.9090909091,7253420,22,0.0067415920422472155,588.0,255.0,12335.748299319728,28444.78431372549
体育,2024-03-04,261913.03587443946,58406607,223,0.05428522227664475,588.0,255.0,99330.96428571429,229045.51764705882
健康,2024-03-04,169425.6,847128,5,0.0007873515367323,588.0,255.0,1440.6938775510205,3322.070588235294
健康-医疗,2024-03-04,185701.5,371403,2,0.0003451954401188326,588.0,255.0,631.6377551020408,1456.4823529411765
公益,2024-03-04,52427.5,419420,8,0.0003898241842274854,588.0,255.0,713.2993197278912,1644.7843137254902
其他,2024-03-04,279978.27237354085,287817664,1028,0.2675081924444721,588.0,255.0,489485.8231292517,1128696.7215686275
军事,2024-03-04,327221.3333333333,2944992,9,0.002737182547223477,588.0,255.0,5008.489795918367,11548.988235294117
动漫,2024-03-04,164923.0,164923,1,0.00015328542734096987,588.0,255.0,280.4812925170068,646.756862745098
动漫-日本动漫,2024-03-04,226644.0,226644,1,0.00021065116687343048,588.0,255.0,385.44897959183675,888.8
情感,2024-03-04,192889.51923076922,10030255,52,0.009322483365048536,588.0,255.0,17058.256802721087,39334.333333333336
搞笑,2024-03-04,254273.78282828283,50346209,198,0.04679359556619018,588.0,255.0,85622.80442176871,197436.1137254902
政务,2024-03-04,469904.3333333333,1409713,3,0.0013102384727001124,588.0,255.0,2397.471088435374,5528.286274509804
教育,2024-03-04,363096.0,1089288,3,0.0010124238376538772,588.0,255.0,1852.530612244898,4271.717647058824
数码,2024-03-04,220313.0,660939,3,0.000614300716463521,588.0,255.0,1124.045918367347,2591.9176470588236
旅游,2024-03-04,35112.0,35112,1,3.2634368310036406e-05,588.0,255.0,59.714285714285715,137.69411764705882
时事,2024-03-04,551453.5625,79409313,144,0.07380590019619963,588.0,255.0,135049.85204081633,311409.0705882353
时尚,2024-03-04,379318.5,2275911,6,0.002115314360186354,588.0,255.0,3870.5969387755104,8925.141176470588
明星,2024-03-04,276933.3951367781,91111087,329,0.0846819540409481,588.0,255.0,154950.82823129251,357298.3803921569
明星-其他,2024-03-04,249178.66666666666,747536,3,0.0006947871140638919,588.0,255.0,1271.3197278911564,2931.513725490196
明星-内地,2024-03-04,291548.8064516129,27114039,93,0.025200772815524353,588.0,255.0,46112.31122448979,106329.56470588235
明星-日韩,2024-03-04,267865.71428571426,7500240,28,0.006970995516452137,588.0,255.0,12755.510204081633,29412.70588235294
明星-欧美,2024-03-04,426839.0,426839,1,0.0003967196723367404,588.0,255.0,725.9166666666666,1673.8784313725491
明星-港台,2024-03-04,109139.0,109139,1,0.00010143775128130164,588.0,255.0,185.61054421768708,427.99607843137255
星座,2024-03-04,292733.3333333333,878200,3,0.0008162309822816692,588.0,255.0,1493.5374149659865,3443.921568627451
校园,2024-03-04,192315.5,384631,2,0.000357490023851037,588.0,255.0,654.1343537414966,1508.356862745098
汽车,2024-03-04,419040.6,4190406,10,0.003894715560850604,588.0,255.0,7126.540816326531,16432.964705882354
游戏,2024-03-04,190521.28148148148,25720373,135,0.02390544900756197,588.0,255.0,43742.130952380954,100864.20784313725
电影,2024-03-04,253077.02127659574,11894620,47,0.011055291922645398,588.0,255.0,20228.94557823129,46645.56862745098
电影-华语电影,2024-03-04,415796.9,4157969,10,0.0038645674347150194,588.0,255.0,7071.375850340136,16305.760784313725
电影-美国电影,2024-03-04,174641.5,349283,2,0.00032463630856785275,588.0,255.0,594.0187074829932,1369.7372549019608
电视剧,2024-03-04,329198.55263157893,25019090,76,0.023253651111926083,588.0,255.0,42549.47278911564,98114.07843137255
电视剧-国产剧,2024-03-04,297063.8947368421,11288428,38,0.010491875056770551,588.0,255.0,19198.006802721087,44268.345098039215
社会,2024-03-04,405547.443438914,268877955,663,0.24990493887899845,588.0,255.0,457275.4336734694,1054423.3529411764
科技,2024-03-04,396577.625,3172621,8,0.002948749208878902,588.0,255.0,5395.613945578231,12441.650980392156
科普,2024-03-04,350777.88,8769447,25,0.008150642608605143,588.0,255.0,14914.025510204081,34389.98823529412
综艺,2024-03-04,253042.1,15182526,60,0.014111191198470716,588.0,255.0,25820.622448979593,59539.31764705882
综艺-内地综艺,2024-03-04,360007.53125,11520241,32,0.010707330480017718,588.0,255.0,19592.246598639456,45177.41568627451
综艺-港台综艺,2024-03-04,179025.5,358051,2,0.00033278560628209283,588.0,255.0,608.9302721088435,1404.1215686274509
美图,2024-03-04,129887.0,129887,1,0.00012072169619177769,588.0,255.0,220.89625850340136,509.3607843137255
美妆,2024-03-04,305730.0,2445840,8,0.002273252545779774,588.0,255.0,4159.591836734694,9591.529411764706
美食,2024-03-04,1018632.0,1018632,1,0.0009467535845405845,588.0,255.0,1732.3673469387754,3994.635294117647
育儿,2024-03-04,233153.0,233153,1,0.0002167008679252084,588.0,255.0,396.5187074829932,914.3254901960785
艺术-戏剧,2024-03-04,159539.0,159539,1,0.00014828134215695197,588.0,255.0,271.3248299319728,625.643137254902
萌宠,2024-03-04,206624.0,619872,3,0.0005761315548268081,588.0,255.0,1054.204081632653,2430.8705882352942
读书,2024-03-04,181194.0,362388,2,0.0003368165716318487,588.0,255.0,616.3061224489796,1421.129411764706
财经,2024-03-04,440655.35135135136,32608496,74,0.030307520747902394,588.0,255.0,55456.62585034013,127876.45490196078
财经-其他,2024-03-04,487579.6666666667,1462739,3,0.0013595227633701964,588.0,255.0,2487.651360544218,5736.231372549019
运动健身,2024-03-04,282437.3333333333,847312,3,0.0007875225530164492,588.0,255.0,1441.0068027210884,3322.7921568627453
音乐,2024-03-04,242790.86666666667,7283726,30,0.006769759539570181,588.0,255.0,12387.28911564626,28563.631372549018
音乐-华语音乐,2024-03-04,245609.1,2456091,10,0.002282780197566804,588.0,255.0,4177.025510204082,9631.729411764705
音乐-日韩音乐,2024-03-04,476449.5,3811596,8,0.0035426357858584392,588.0,255.0,6482.306122448979,14947.435294117648
互联网,2024-03-11,451891.17647058825,7682150,17,0.005020037583441923,588.0,255.0,13064.880952380952,30126.07843137255
体育,2024-03-11,418513.01195219124,105046766,251,0.06864467803141427,588.0,255.0,178650.96258503402,411948.1019607843
健康,2024-03-11,79337.5,317350,4,0.00020737800317688332,588.0,255.0,539.7108843537414,1244.5098039215686
公益,2024-03-11,157152.57142857142,1100068,7,0.0007188590048803771,588.0,255.0,1870.8639455782313,4313.992156862745
其他,2024-03-11,426077.2580299786,397956159,934,0.2600515317641793,588.0,255.0,676796.1887755102,1560612.388235294
军事,2024-03-11,164067.33333333334,492202,3,0.00032163815320519404,588.0,255.0,837.078231292517,1930.2039215686275
动漫,2024-03-11,198192.5,396385,2,0.00025902482996460974,588.0,255.0,674.124149659864,1554.450980392157
动漫-日本动漫,2024-03-11,206568.0,206568,1,0.00013498553445798783,588.0,255.0,351.3061224489796,810.0705882352942
家居,2024-03-11,376894.0,376894,1,0.00024628808926846783,588.0,255.0,640.9761904761905,1478.0156862745098
情感,2024-03-11,462703.98076923075,24060607,52,0.015722831683893938,588.0,255.0,40919.39965986394,94355.32156862745
房产,2024-03-11,995156.0,995156,1,0.0006503023920891586,588.0,255.0,1692.4421768707482,3902.572549019608
搞笑,2024-03-11,370308.76328502415,76653914,207,0.05009086378135352,588.0,255.0,130363.79931972788,300603.58431372547
教育,2024-03-11,444337.5,1777350,4,0.0011614409766706588,588.0,255.0,3022.704081632653,6970.0
数码,2024-03-11,357303.5,2143821,6,0.0014009179711632872,588.0,255.0,3645.954081632653,8407.141176470588
旅游,2024-03-11,367562.5,735125,2,0.0004803805091709669,588.0,255.0,1250.2125850340135,2882.843137254902
时事,2024-03-11,864154.291262136,89007892,103,0.05816379048351564,588.0,255.0,151373.96598639456,349050.5568627451
时尚,2024-03-11,379737.44444444444,3417637,9,0.002233315697631744,588.0,255.0,5812.307823129252,13402.498039215687
明星,2024-03-11,477550.31962025317,150905901,316,0.09861214563412145,588.0,255.0,256642.6887755102,591787.8470588236
明星-其他,2024-03-11,309090.0,1236360,4,0.0008079214369238111,588.0,255.0,2102.6530612244896,4848.470588235294
明星-内地,2024-03-11,433498.5540540541,32078893,74,0.02096252331641689,588.0,255.0,54555.94047619047,125799.58039215686
明星-日韩,2024-03-11,289186.92307692306,3759430,13,0.0024566664140011673,588.0,255.0,6393.588435374149,14742.862745098038
明星-欧美,2024-03-11,387437.5,774875,2,0.0005063558538260201,588.0,255.0,1317.8146258503402,3038.725490196078
明星-港台,2024-03-11,56164.0,56164,1,3.67013649611674e-05,588.0,255.0,95.51700680272108,220.25098039215686
星座,2024-03-11,375632.0,751264,2,0.0004909268258348135,588.0,255.0,1277.6598639455783,2946.133333333333
校园,2024-03-11,295722.25,2365778,8,0.0015459597214425734,588.0,255.0,4023.4319727891157,9277.560784313726
汽车,2024-03-11,323909.0,1619545,5,0.001058320492059573,588.0,255.0,2754.328231292517,6351.156862745098
游戏,2024-03-11,278387.8888888889,42593347,153,0.02783338033552889,588.0,255.0,72437.66496598639,167032.73333333334
生活记录,2024-03-11,240447.0,240447,1,0.00015712436971757385,588.0,255.0,408.9234693877551,942.9294117647058
电影,2024-03-11,366140.42424242425,12082634,33,0.007895612138134925,588.0,255.0,20548.697278911564,47382.87843137255
电影-华语电影,2024-03-11,169067.8,845339,5,0.000552401808185106,588.0,255.0,1437.6513605442176,3315.0549019607843
电影-美国电影,2024-03-11,281327.3076923077,3657255,13,0.0023898983425513546,588.0,255.0,6219.821428571428,14342.176470588236
电视剧,2024-03-11,324655.1219512195,26621720,82,0.017396436536108707,588.0,255.0,45275.034013605444,104398.90196078431
电视剧-国产剧,2024-03-11,352072.2162162162,13026672,37,0.00851251056373158,588.0,255.0,22154.20408163265,51084.98823529412
